CustomerID,Cluster,StockCode0,StockCode1,StockCode2
12672,0,84077,84568,75049L
12673,1,84826,16045,22578
12674,3,17096,84879,17003
12676,3,17096,84879,17003
12679,3,17096,84879,17003
12680,3,17096,84879,17003
12681,2,16014,22151,22086
12682,2,16014,22151,22086
12683,4,18007,15036,17003
12684,3,17096,84879,17003
12685,3,17096,84879,17003
12686,0,84077,84568,75049L
12688,1,84826,16045,22578
12689,1,84826,16045,22578
12690,0,84077,84568,75049L
12691,4,18007,15036,17003
12693,1,84826,16045,22578
12694,1,84826,16045,22578
12695,3,17096,84879,17003
12697,3,17096,84879,17003
12700,3,17096,84879,17003
12701,1,84826,16045,22578
12702,1,84826,16045,22578
12703,1,84826,16045,22578
12704,4,18007,15036,17003
12705,4,18007,15036,17003
12707,0,84077,84568,75049L
12708,3,17096,84879,17003
12709,4,18007,15036,17003
12710,1,84826,16045,22578
12712,4,18007,15036,17003
12713,1,84826,16045,22578
12714,3,17096,84879,17003
12715,1,84826,16045,22578
12716,1,84826,16045,22578
12717,1,84826,16045,22578
12718,1,84826,16045,22578
12719,1,84826,16045,22578
12720,2,16014,23084,22151
12721,3,17096,84879,17003
12722,1,84826,16045,22578
12723,3,17096,84879,17003
12724,3,17096,84879,17003
12725,0,84077,84568,75049L
12726,3,17096,84879,17003
12727,3,17096,84879,17003
12728,1,84826,16045,22578
12729,1,84826,16045,22578
12731,2,16014,22151,22086
12732,0,84077,84568,75049L
12733,0,84077,84568,75049L
12734,0,84077,84568,75049L
12735,0,84077,84568,75049L
12736,0,84077,84568,75049L
12738,0,84077,84568,75049L
12739,1,84826,16045,22578
12740,1,84826,16045,22578
12743,1,84826,16045,22578
12747,4,18007,15036,17003
12749,3,17096,84879,17003
12750,1,84826,16045,22578
12752,1,84826,16045,22578
12753,4,18007,15036,17003
12754,0,84568,75049L,17003
12756,1,84826,16045,22578
12758,1,84826,16045,22578
12759,1,84826,16045,22578
12762,1,84826,16045,22578
12763,1,84826,16045,22578
12764,0,84077,84568,75049L
12766,3,17096,84879,17003
12769,0,84077,84568,75049L
12770,0,84077,84568,75049L
12772,1,84826,16045,22578
12775,3,17096,84879,17003
12778,3,17096,84879,17003
12779,4,18007,15036,17003
12781,1,84826,16045,22578
12782,3,17096,17003,23084
12783,4,18007,15036,17003
12784,1,84826,16045,22578
12785,0,84077,84568,75049L
12787,3,17096,84879,17003
12789,1,84826,16045,22578
12790,0,84077,84568,75049L
12791,0,84077,84568,75049L
12792,0,84077,84568,75049L
12793,0,84077,84568,75049L
12794,1,84826,16045,22578
12797,0,84077,84568,75049L
12802,0,84077,84568,75049L
12808,1,84826,16045,22578
12809,0,84077,84568,75049L
12811,0,84077,84568,75049L
12812,1,84826,16045,22578
12814,1,84826,16045,22578
12815,1,84826,16045,22578
12816,1,84826,16045,22578
12817,0,84077,84568,75049L
12818,0,84077,84568,75049L
12820,3,17096,84879,17003
12821,0,84077,84568,75049L
12822,1,84826,16045,22578
12824,1,84826,16045,22578
12826,3,17096,84879,17003
12827,1,84826,16045,22578
12828,3,17096,84879,17003
12829,0,84077,84568,75049L
12831,0,84077,84568,75049L
12832,1,84826,16045,22578
12833,1,84826,16045,22578
12834,0,84077,84568,75049L
12836,1,84826,16045,22578
12837,0,84077,84568,75049L
12838,1,84826,16045,22578
12839,4,18007,15036,17003
12840,1,84826,16045,22578
12841,2,16014,23084,22151
12842,1,84826,16045,22578
12843,3,17096,84879,17003
12844,1,84826,16045,22578
12845,0,84077,84568,75049L
12847,1,84826,16045,22578
12849,1,84826,16045,22578
12851,1,84826,16045,22578
12852,0,84077,84568,75049L
12853,3,17096,84879,17003
12854,3,17096,17003,23084
12855,0,84077,84568,75049L
12856,3,17096,84879,17003
12857,0,84077,84568,75049L
12863,3,17096,84879,17003
12864,1,84826,16045,22578
12865,1,84826,16045,22578
12866,0,84077,84568,75049L
12867,3,17096,84879,17003
12868,0,84077,84568,75049L
12871,1,84826,16045,22578
12872,0,84077,84568,75049L
12873,0,84077,84568,75049L
12875,3,84879,17003,23084
12876,1,84826,16045,22578
12877,4,18007,15036,17003
12878,0,84077,84568,75049L
12879,3,17096,84879,17003
12881,0,84077,84568,75049L
12882,3,17096,84879,17003
12883,3,17096,84879,17003
12884,1,84826,16045,22578
12885,1,84826,16045,22578
12886,1,84826,16045,22578
12888,0,84077,84568,75049L
12890,1,84826,16045,22578
12891,0,84077,84568,75049L
12893,1,84826,16045,22578
12895,1,84826,16045,22578
12897,0,84077,84568,75049L
12902,0,84077,84568,75049L
12904,1,84826,16045,22578
12906,3,17096,84879,17003
12908,4,18007,17003,23167
12909,3,17096,84879,17003
12910,4,18007,15036,17003
12912,3,17096,84879,17003
12913,4,18007,15036,17003
12915,1,84826,16045,22578
12916,3,17096,84879,17003
12917,3,17096,84879,17003
12919,3,17096,84879,17003
12920,1,84826,16045,22578
12922,0,84077,84568,75049L
12923,1,84826,16045,22578
12924,3,17096,84879,17003
12925,1,84826,16045,22578
12928,3,17096,84879,17003
12929,0,84077,84568,75049L
12930,1,84826,16045,22578
12933,1,84826,16045,22578
12935,3,17096,84879,17003
12936,3,17096,84879,17003
12937,1,84826,16045,22578
12938,1,84826,16045,22578
12940,1,84826,16045,22578
12942,1,84826,16045,22578
12944,1,84826,16045,22578
12945,0,84077,84568,75049L
12947,3,17096,84879,17003
12948,3,17096,84879,17003
12949,3,17096,84879,17003
12950,3,17096,84879,17003
12951,3,17096,84879,17003
12952,3,17096,84879,17003
12953,1,84826,16045,22578
12955,4,18007,15036,17003
12956,0,84077,84568,75049L
12957,3,17096,84879,17003
12962,1,84826,16045,22578
12963,3,17096,84879,17003
12965,1,84826,16045,22578
12966,1,84826,16045,22578
12967,0,84077,84568,75049L
12968,1,84826,16045,22578
12970,1,84826,16045,22578
12974,0,84077,84568,75049L
12976,0,84077,84568,75049L
12977,0,84077,84568,75049L
12981,1,84826,16045,22578
12982,0,84077,84568,75049L
12984,1,84826,16045,22578
12985,1,84826,16045,22578
12987,1,84826,16045,22578
12988,0,84077,84568,75049L
12990,3,17096,84879,17003
12991,1,84826,16045,22578
12993,1,84826,16045,22578
12994,1,84826,16045,22578
12995,1,84826,16045,22578
12997,3,17096,84879,17003
12999,0,84077,84568,75049L
13000,1,84826,16045,22578
13001,2,16014,23084,22151
13002,0,84077,84568,75049L
13003,1,84826,16045,22578
13004,4,18007,15036,17003
13005,0,84077,84568,75049L
13006,1,84826,16045,22578
13008,0,84077,84568,75049L
13011,0,84077,84568,75049L
13012,3,17096,84879,17003
13013,4,18007,15036,17003
13014,4,18007,15036,17003
13015,3,17096,84879,17003
13016,1,84826,16045,22578
13017,3,17096,84879,17003
13018,2,16014,22151,22086
13021,4,18007,15036,17003
13023,1,84826,16045,22578
13026,3,17096,84879,23084
13028,1,84826,16045,22578
13029,2,16014,23084,22151
13030,1,84826,16045,22578
13032,1,84826,16045,22578
13034,1,84826,16045,22578
13035,1,84826,16045,22578
13037,1,84826,16045,22578
13038,3,17096,84879,17003
13040,1,84826,16045,22578
13043,0,84077,84568,75049L
13045,1,84826,16045,22578
13046,1,84826,16045,22578
13047,4,18007,15036,17003
13048,1,84826,16045,22578
13049,1,84826,16045,22578
13050,4,18007,15036,17003
13052,0,84077,84568,75049L
13055,1,84826,16045,22578
13058,3,17096,84879,17003
13059,0,84077,84568,75049L
13060,0,84077,84568,75049L
13061,1,84826,16045,22578
13062,0,84077,75049L,17003
13064,3,17096,84879,17003
13065,0,84077,84568,75049L
13066,1,84826,16045,22578
13067,1,84826,16045,22578
13068,3,17096,84879,17003
13069,2,16014,23084,22151
13070,0,84077,84568,75049L
13072,0,84077,84568,75049L
13075,1,84826,16045,22578
13077,1,84826,16045,22578
13078,2,16014,22151,22086
13079,3,17096,84879,17003
13080,0,84077,84568,75049L
13081,4,18007,15036,17003
13082,4,18007,15036,17003
13083,1,84826,16045,22578
13085,0,84077,84568,75049L
13090,2,16014,23084,22151
13091,1,84826,16045,22578
13092,3,17096,84879,17003
13093,4,18007,15036,17003
13094,2,16014,23084,22151
13095,1,84826,16045,22578
13097,4,18007,15036,17003
13099,1,84826,16045,22578
13101,0,84077,84568,75049L
13102,2,16014,22151,22086
13103,1,84826,16045,22578
13104,4,18007,15036,17003
13106,1,84826,16045,22578
13107,3,17096,84879,17003
13108,0,84077,84568,75049L
13109,1,84826,16045,22578
13110,3,17096,84879,17003
13115,3,17096,84879,17003
13116,1,84826,16045,22578
13117,3,17096,84879,17003
13118,3,17096,84879,17003
13120,0,84077,84568,75049L
13121,0,84077,84568,75049L
13122,1,84826,16045,22578
13124,1,84826,16045,22578
13126,3,17096,84879,17003
13127,1,84826,16045,22578
13130,1,84826,16045,22578
13131,1,84826,16045,22578
13132,0,84077,84568,75049L
13133,0,84077,84568,75049L
13134,3,17096,84879,17003
13136,3,17096,84879,17003
13137,3,17096,84879,17003
13138,3,17096,17003,23084
13139,4,18007,15036,17003
13140,1,84826,16045,22578
13141,3,17096,84879,17003
13142,1,84826,16045,22578
13144,0,84077,84568,75049L
13145,4,18007,15036,17003
13146,1,84826,16045,22578
13147,4,18007,15036,17003
13148,4,18007,15036,17003
13149,3,17096,84879,17003
13151,0,84077,84568,75049L
13153,1,84826,16045,22578
13155,1,84826,16045,22578
13157,1,84826,16045,22578
13158,1,84826,16045,22578
13159,1,84826,16045,84947
13160,1,84826,16045,22578
13161,0,84077,84568,75049L
13162,1,84826,16045,22578
13165,1,84826,16045,22578
13166,0,84077,84568,75049L
13167,3,17096,84879,23084
13168,1,84826,16045,22578
13169,1,84826,16045,22578
13170,1,84826,16045,22578
13171,1,84826,16045,22578
13173,1,84826,16045,22578
13174,1,84826,16045,22578
13176,1,84826,16045,22578
13177,1,84826,16045,22578
13178,4,18007,15036,17003
13182,1,84826,16045,22578
13183,3,17096,84879,17003
13184,3,17096,84879,17003
13185,0,84077,84568,75049L
13186,1,84826,16045,22578
13187,0,84077,84568,75049L
13188,1,84826,16045,22578
13189,1,84826,22578,84947
13192,1,84826,16045,22578
13193,1,84826,16045,22578
13194,1,84826,16045,22578
13196,3,17096,84879,17003
13198,3,17096,84879,17003
13200,3,17096,84879,17003
13203,3,17096,84879,17003
13207,1,84826,16045,22578
13208,3,17096,17003,23084
13209,4,18007,15036,17003
13210,1,84826,16045,22578
13211,3,17096,84879,17003
13212,1,84826,16045,22578
13213,3,17096,84879,17003
13216,0,84077,84568,75049L
13217,3,17096,84879,17003
13218,1,84826,16045,22578
13220,3,17096,84879,17003
13221,0,84077,84568,75049L
13223,0,84077,84568,75049L
13224,1,84826,16045,22578
13226,0,84077,84568,75049L
13227,0,84077,84568,75049L
13228,1,84826,16045,22578
13229,0,84077,84568,75049L
13230,4,18007,15036,17003
13232,3,17096,84879,17003
13233,1,84826,16045,22578
13235,0,84077,84568,75049L
13236,1,84826,16045,22578
13238,3,17096,84879,17003
13239,0,84077,84568,75049L
13240,1,84826,16045,22578
13242,1,84826,16045,22578
13243,0,84077,84568,75049L
13244,1,84826,16045,22578
13245,1,84826,16045,22578
13246,3,17096,84879,17003
13247,3,17096,84879,17003
13248,1,84826,16045,22578
13249,3,17096,84879,17003
13253,0,84077,84568,75049L
13255,1,84826,16045,22578
13256,1,16045,22578,84947
13258,1,84826,16045,22578
13259,1,84826,16045,22578
13260,1,84826,16045,22578
13261,0,84077,84568,75049L
13262,0,84077,84568,75049L
13265,3,17096,17003,23084
13266,4,18007,15036,17003
13267,4,18007,15036,17003
13268,3,17096,84879,17003
13269,4,18007,15036,17003
13270,0,84077,84568,75049L
13271,1,84826,16045,22578
13272,1,84826,16045,22578
13273,1,84826,16045,22578
13276,1,84826,16045,22578
13277,3,17096,84879,17003
13278,1,84826,16045,22578
13279,1,84826,16045,22578
13280,1,84826,16045,22578
13282,3,17096,84879,17003
13283,1,84826,16045,22578
13284,0,84077,84568,75049L
13285,1,84826,16045,22578
13291,0,84077,84568,75049L
13292,1,84826,16045,22578
13294,0,84077,84568,75049L
13295,0,84077,84568,75049L
13296,1,84826,16045,22578
13297,3,17096,84879,17003
13298,1,84826,16045,22578
13299,0,84077,84568,75049L
13300,0,84077,84568,75049L
13301,1,84826,16045,22578
13302,0,84077,84568,75049L
13304,0,84077,84568,75049L
13305,4,18007,15036,17003
13307,1,84826,16045,22578
13308,1,84826,16045,22578
13309,3,17096,84879,17003
13310,1,84826,16045,22578
13311,1,84826,16045,22578
13313,3,17096,84879,17003
13314,1,84826,16045,22578
13316,3,17096,84879,17003
13317,3,17096,84879,17003
13318,3,17096,84879,17003
13319,2,16014,22151,22086
13320,1,84826,16045,22578
13321,3,17096,17003,23084
13322,1,84826,16045,22578
13323,4,18007,15036,17003
13324,2,16014,23084,22151
13325,1,84826,16045,22578
13327,4,18007,15036,17003
13328,0,84077,84568,75049L
13329,1,84826,16045,22578
13330,1,84826,16045,22578
13332,1,84826,16045,22578
13334,1,84826,16045,22578
13336,1,84826,16045,22578
13338,0,84077,84568,75049L
13339,0,84077,84568,75049L
13340,4,18007,15036,17003
13341,0,84077,84568,75049L
13343,0,84077,84568,75049L
13344,1,84826,16045,22578
13345,0,84077,84568,75049L
13347,1,84826,16045,22578
13348,1,84826,16045,22578
13349,1,84826,16045,22578
13350,1,84826,16045,22578
13351,1,84826,16045,22578
13352,1,84826,16045,22578
13354,1,84826,16045,22578
13355,1,84826,16045,22578
13356,1,84826,16045,22578
13357,0,84077,84568,75049L
13358,0,84077,84568,75049L
13359,1,84826,16045,22578
13362,3,17096,84879,17003
13363,1,84826,16045,22578
13364,1,84826,16045,22578
13365,1,84826,16045,22578
13366,1,84826,16045,22578
13368,0,84077,84568,75049L
13369,0,84077,84568,75049L
13370,0,84077,84568,75049L
13372,1,84826,16045,22578
13373,1,84826,16045,22578
13375,1,84826,16045,22578
13376,1,84826,16045,22578
13379,1,84826,16045,22578
13381,3,17096,17003,23084
13382,0,84077,84568,75049L
13384,3,17096,84879,17003
13385,0,84077,84568,75049L
13388,1,84826,16045,22578
13389,1,84826,16045,22578
13390,1,84826,16045,22578
13391,0,84077,84568,75049L
13394,3,17096,84879,17003
13395,0,84077,84568,75049L
13396,1,84826,16045,22578
13397,3,17096,84879,17003
13398,0,84077,84568,75049L
13402,1,84826,16045,22578
13403,1,84826,16045,22578
13404,1,84826,16045,22578
13405,1,84826,16045,22578
13410,3,17096,84879,17003
13411,1,84826,16045,22578
13414,4,18007,17003,23167
13416,1,84826,16045,22578
13417,1,84826,16045,22578
13418,4,18007,15036,17003
13419,1,84826,16045,22578
13420,1,84826,16045,22578
13421,1,84826,16045,22578
13422,1,84826,16045,22578
13425,1,84826,16045,22578
13426,4,18007,15036,17003
13427,1,84826,16045,22578
13428,1,84826,16045,22578
13429,3,17096,84879,17003
13430,1,84826,16045,22578
13431,1,84826,16045,22578
13434,1,84826,16045,22578
13435,3,17096,84879,17003
13436,1,84826,16045,22578
13437,3,17096,17003,23084
13439,0,84077,84568,75049L
13441,1,84826,16045,22578
13447,1,84826,16045,22578
13448,3,17096,84879,17003
13449,1,84826,16045,22578
13450,3,17096,84879,17003
13451,3,17096,84879,17003
13452,0,84077,84568,75049L
13453,0,84077,84568,75049L
13455,1,84826,16045,22578
13456,4,18007,15036,17003
13458,4,18007,15036,17003
13460,1,84826,16045,22578
13461,3,17096,84879,17003
13462,0,84077,84568,75049L
13464,1,84826,16045,22578
13466,0,84077,84568,75049L
13467,1,84826,16045,22578
13470,1,84826,16045,22578
13471,3,17096,84879,17003
13473,1,84826,16045,22578
13474,0,84077,84568,75049L
13475,0,84077,84568,75049L
13476,0,84077,84568,75049L
13477,3,17096,84879,17003
13479,0,84077,84568,75049L
13481,3,17096,84879,17003
13482,0,84077,84568,75049L
13483,1,84826,16045,22578
13484,0,84077,84568,75049L
13485,0,84077,84568,75049L
13486,1,84826,16045,22578
13487,1,84826,16045,22578
13488,4,18007,15036,17003
13489,3,17096,84879,17003
13491,3,17096,84879,17003
13492,1,84826,16045,22578
13493,0,84077,84568,75049L
13494,0,84077,84568,75049L
13495,3,17096,84879,17003
13496,1,84826,16045,22578
13497,0,84077,84568,75049L
13499,3,17096,84879,17003
13500,1,84826,16045,22578
13501,0,84077,84568,75049L
13502,1,84826,16045,22578
13504,1,84826,16045,22578
13505,1,84826,16045,22578
13506,0,84077,84568,75049L
13507,3,17096,84879,17003
13508,0,84077,84568,75049L
13509,3,17096,84879,17003
13510,1,84826,16045,22578
13512,0,84077,84568,75049L
13513,1,84826,16045,22578
13514,1,84826,16045,22578
13515,1,84826,16045,22578
13516,3,17096,84879,17003
13517,1,84826,16045,22578
13518,1,84826,16045,22578
13519,1,84826,16045,22578
13520,4,18007,15036,17003
13521,1,84826,16045,22578
13522,1,84826,16045,22578
13523,3,17096,84879,17003
13524,3,17096,84879,17003
13525,3,17096,17003,23084
13527,3,17096,84879,17003
13529,1,84826,16045,22578
13531,0,84077,84568,75049L
13532,1,84826,16045,22578
13533,0,84077,84568,75049L
13534,2,16014,23084,22151
13536,3,17096,84879,17003
13538,4,18007,15036,17003
13539,1,84826,16045,22578
13544,1,84826,16045,22578
13546,1,84826,16045,22578
13548,1,84826,16045,22578
13549,3,17096,84879,17003
13551,0,84077,84568,75049L
13552,4,18007,15036,17003
13555,3,17096,84879,17003
13557,1,84826,16045,22578
13558,1,84826,16045,22578
13560,1,84826,16045,22578
13561,0,84077,84568,75049L
13562,1,84826,16045,22578
13563,1,84826,16045,22578
13564,4,18007,15036,17003
13565,1,84826,16045,22578
13566,1,84826,16045,22578
13568,0,84077,84568,75049L
13569,1,84826,16045,22578
13570,0,84077,84568,75049L
13571,3,17096,84879,17003
13572,0,84077,84568,75049L
13573,1,84826,16045,22578
13575,3,17096,84879,17003
13577,3,17096,84879,17003
13579,1,84826,16045,22578
13581,0,84077,84568,75049L
13583,0,84077,84568,75049L
13584,0,84077,84568,75049L
13587,1,84826,16045,22578
13588,3,17096,84879,17003
13589,1,84826,16045,22578
13590,4,18007,15036,17003
13591,1,84826,16045,22578
13592,3,17096,84879,17003
13593,1,84826,16045,22578
13594,1,84826,16045,22578
13596,1,84826,16045,22578
13598,1,84826,16045,22578
13599,2,16014,22151,22086
13600,0,84077,84568,75049L
13601,1,84826,16045,22578
13602,1,84826,16045,22578
13603,1,84826,16045,22578
13606,1,84826,16045,22578
13607,1,84826,16045,22578
13610,3,17096,84879,17003
13611,1,84826,16045,22578
13614,1,84826,16045,22578
13615,0,84077,84568,75049L
13617,1,84826,16045,22578
13618,0,84077,84568,75049L
13621,1,84826,22578,84947
13623,3,17096,84879,17003
13626,0,84077,84568,75049L
13627,3,17096,84879,17003
13630,4,18007,15036,17003
13632,3,17096,84879,17003
13634,1,84826,16045,22578
13635,1,84826,16045,22578
13636,3,17096,84879,17003
13637,1,84826,16045,22578
13638,1,84826,16045,22578
13639,1,84826,16045,22578
13642,0,84077,84568,75049L
13643,1,84826,16045,22578
13644,3,17096,84879,17003
13645,1,84826,16045,22578
13647,3,17096,17003,23084
13649,0,84077,84568,75049L
13650,3,17096,84879,17003
13651,1,84826,16045,22578
13652,1,84826,16045,22578
13654,3,17096,84879,17003
13655,1,84826,16045,22578
13656,0,84077,84568,75049L
13657,1,84826,16045,22578
13658,3,17096,84879,17003
13659,0,84077,84568,75049L
13662,1,84826,16045,22578
13663,0,84077,84568,75049L
13666,1,84826,16045,22578
13667,1,84826,16045,22578
13668,2,16014,23084,22151
13669,1,84826,16045,22578
13670,1,84826,16045,22578
13672,0,84077,84568,75049L
13673,1,84826,16045,22578
13675,1,84826,16045,22578
13678,1,84826,16045,22578
13680,3,17096,84879,17003
13681,1,84826,16045,22578
13682,0,84077,84568,75049L
13684,0,84077,84568,75049L
13686,0,84077,84568,75049L
13689,1,84826,16045,22578
13690,1,84826,16045,22578
13692,1,84826,16045,22578
13695,4,18007,15036,17003
13697,1,84826,16045,22578
13699,0,84077,84568,75049L
13700,4,18007,15036,23167
13703,0,84077,84568,75049L
13704,3,17096,84879,17003
13705,1,84826,16045,22578
13706,0,84077,84568,75049L
13707,0,84077,84568,75049L
13708,0,84077,84568,75049L
13709,4,18007,15036,17003
13710,1,84826,16045,22578
13711,0,84077,84568,75049L
13712,0,84077,84568,75049L
13715,0,84077,84568,75049L
13716,0,84077,84568,75049L
13717,3,17096,84879,17003
13718,0,84077,84568,75049L
13719,3,17096,84879,17003
13720,3,17096,84879,17003
13721,1,84826,16045,22578
13722,1,84826,16045,22578
13723,0,84077,84568,75049L
